latitude,longitude,subset,is_crop,crops_2020,island,acreage
20.09785111,-155.50470326,training,1.0,Tropical Fruits,Big Island,7.26345015
20.09338012,-155.5068102,training,1.0,Tropical Fruits,Big Island,7.34897995
20.06359251,-155.50236637,training,1.0,Tropical Fruits,Big Island,25.13080025
20.22401649,-155.79858417,training,1.0,Tropical Fruits,Big Island,0.66918701
20.22472707,-155.79766336,training,1.0,Tropical Fruits,Big Island,0.57157898
20.24846079,-155.83736252,training,1.0,Diversified Crop,Big Island,0.52001798
20.24456554,-155.83504961,training,1.0,Diversified Crop,Big Island,3.91042995
20.01692717,-155.63814681,training,1.0,Diversified Crop,Big Island,2.88190007
20.20571662,-155.79623815,training,1.0,Macadamia Nuts,Big Island,13.30679989
20.20130225,-155.75980763,training,1.0,Macadamia Nuts,Big Island,78.19259643999999
20.25397882,-155.83049225,training,1.0,Diversified Crop,Big Island,0.618801
20.25438933,-155.85894242,training,0.0,Dairy,Big Island,603.70697021
20.20257058,-155.82631667,training,1.0,Macadamia Nuts,Big Island,7.503220079999999
20.20284532,-155.82779021,training,1.0,Macadamia Nuts,Big Island,9.75236988
20.10310578,-155.60828508,training,1.0,Taro,Big Island,0.56071502
20.09480511,-155.60941554,training,1.0,Taro,Big Island,0.16564301
20.09443132,-155.60960814,training,1.0,Taro,Big Island,0.346432
20.00685516,-155.67792661,training,0.0,Flowers / Foliage / Landscape,Big Island,6.50812006
20.10983774,-155.59958643,training,1.0,Taro,Big Island,0.57770401
20.11356653,-155.59783687,training,1.0,Taro,Big Island,1.92865002
20.11328918,-155.59634742,training,1.0,Taro,Big Island,1.88416004
20.11392489,-155.59823477,training,1.0,Taro,Big Island,0.49419901
20.1136468,-155.59864374,training,1.0,Taro,Big Island,0.53497201
20.11320305,-155.59918949,training,1.0,Taro,Big Island,0.940449
20.11281419,-155.59994581,training,1.0,Taro,Big Island,0.54308099
20.11286697,-155.6007109,training,1.0,Taro,Big Island,0.62459701
20.11224369,-155.59863575,training,1.0,Taro,Big Island,0.231528
20.11181613,-155.60040068,training,1.0,Taro,Big Island,0.35622901
20.1095221,-155.5983964,training,1.0,Taro,Big Island,0.26787099
20.10925682,-155.59849564,training,1.0,Taro,Big Island,0.27719101
20.10675978,-155.60107285,training,1.0,Taro,Big Island,0.206834
20.10686114,-155.60129408,training,1.0,Taro,Big Island,0.26475799
20.10619963,-155.60307539,training,1.0,Taro,Big Island,0.24917699
20.10864311,-155.60356844,training,1.0,Taro,Big Island,0.26350099
20.11310729,-155.60008544,training,1.0,Taro,Big Island,0.14036
20.11282925,-155.6003773,training,1.0,Taro,Big Island,0.24283201
20.11310824,-155.60156218,training,1.0,Taro,Big Island,0.95966899
20.11250159,-155.60021728,training,1.0,Taro,Big Island,0.61706299
20.11294638,-155.60109772,training,1.0,Taro,Big Island,0.172244
20.11116226,-155.59646583,training,1.0,Taro,Big Island,0.22392
20.11090384,-155.59643651,training,1.0,Taro,Big Island,0.41803399
20.11100567,-155.59716644,training,1.0,Taro,Big Island,0.135934
20.11119556,-155.59723512,training,1.0,Taro,Big Island,0.138864
20.11143218,-155.59665753,training,1.0,Taro,Big Island,0.442047
20.11166178,-155.59777512,training,1.0,Taro,Big Island,0.24513499
20.11155426,-155.5981932,training,1.0,Taro,Big Island,0.417014
20.11169481,-155.59865873,training,1.0,Taro,Big Island,0.238732
20.11133954,-155.5988988,training,1.0,Taro,Big Island,0.333197
20.11192941,-155.59910668,training,1.0,Taro,Big Island,0.315981
20.1097901,-155.59859918,training,1.0,Taro,Big Island,0.247696
20.10955288,-155.59884107,training,1.0,Taro,Big Island,0.258764
20.10741981,-155.59976171,training,1.0,Taro,Big Island,0.17493901
20.10640201,-155.60195712,training,1.0,Taro,Big Island,0.70623302
20.10847552,-155.60292412,training,1.0,Taro,Big Island,0.58657002
20.1081618,-155.60365925,training,1.0,Taro,Big Island,0.57130998
20.10761972,-155.60363713,training,1.0,Taro,Big Island,0.83284599
20.10726451,-155.60303605,training,1.0,Taro,Big Island,0.49068499
20.10800543,-155.60322905,training,1.0,Taro,Big Island,0.60683298
20.10796281,-155.60261549,training,1.0,Taro,Big Island,0.40208101
20.10761739,-155.60283686,training,1.0,Taro,Big Island,0.43819901
20.10693695,-155.6030686,training,1.0,Taro,Big Island,0.35753801
20.10666641,-155.60314787,training,1.0,Taro,Big Island,0.370314
20.10500973,-155.60255788,training,1.0,Taro,Big Island,3.25658011
20.1054013,-155.60292357,training,1.0,Taro,Big Island,0.127065
20.10423375,-155.60339597,training,1.0,Taro,Big Island,0.379572
20.1044729,-155.60318079,training,1.0,Taro,Big Island,0.188922
20.10463544,-155.60347762,training,1.0,Taro,Big Island,0.221679
20.10441816,-155.60369557,training,1.0,Taro,Big Island,0.17893501
20.10404679,-155.60301111,training,1.0,Taro,Big Island,0.294815
20.10717736,-155.60536645,training,1.0,Taro,Big Island,0.32267401
20.10665933,-155.60566108,training,1.0,Taro,Big Island,0.31401899
20.10690859,-155.60553708,training,1.0,Taro,Big Island,0.438831
20.10639965,-155.60502887,training,1.0,Taro,Big Island,0.449022
20.10616227,-155.60531328,training,1.0,Taro,Big Island,0.508331
20.10556511,-155.60616946,training,1.0,Taro,Big Island,0.40208599
20.105838,-155.60455989,training,1.0,Taro,Big Island,0.83847201
20.10531713,-155.60491704,training,1.0,Taro,Big Island,1.00383997
20.10452315,-155.60604191,training,1.0,Taro,Big Island,0.967269
20.10329618,-155.60669694,training,1.0,Taro,Big Island,0.25871199
20.10255569,-155.6038027,training,1.0,Taro,Big Island,0.223049
20.10238867,-155.60415457,training,1.0,Taro,Big Island,0.53486401
20.10022889,-155.60539309,training,1.0,Taro,Big Island,0.40349099
20.10073019,-155.60517436,training,1.0,Taro,Big Island,0.24340899
20.10130881,-155.60484449,training,1.0,Taro,Big Island,0.18683399
20.10080918,-155.60481389,training,1.0,Taro,Big Island,0.112894
20.10090358,-155.60456268,training,1.0,Taro,Big Island,0.15584099
20.09693533,-155.60881678,training,1.0,Taro,Big Island,0.604994
20.09448655,-155.60896594,training,1.0,Taro,Big Island,0.16011401
20.09467145,-155.60880065,training,1.0,Taro,Big Island,0.28128201
20.10686587,-155.59434905,training,1.0,Taro,Big Island,0.0694517
20.10688276,-155.59457571,training,1.0,Taro,Big Island,0.0654933
20.1067631,-155.59456414,training,1.0,Taro,Big Island,0.17768499
20.1064806,-155.59440255,training,1.0,Taro,Big Island,0.119804
20.1065797,-155.59478777,training,1.0,Taro,Big Island,0.0621736
20.10656055,-155.59342078,training,1.0,Taro,Big Island,0.24889401
20.10849843,-155.6033498,training,1.0,Taro,Big Island,0.27078
20.10519809,-155.60309741,training,1.0,Taro,Big Island,0.247245
20.10498807,-155.60344235,training,1.0,Taro,Big Island,0.131651
20.10585142,-155.605925,training,1.0,Taro,Big Island,0.40754801
20.10599352,-155.60561282,training,1.0,Taro,Big Island,0.36259499
20.10489159,-155.60512035,training,1.0,Taro,Big Island,0.52676499
20.10451724,-155.60541459,training,1.0,Taro,Big Island,0.85785699
20.10390878,-155.60580655,training,1.0,Taro,Big Island,0.572909
20.10356113,-155.60623106,training,1.0,Taro,Big Island,0.47367701
20.10127302,-155.60419311,training,1.0,Taro,Big Island,0.333336
20.10151377,-155.60405326,training,1.0,Taro,Big Island,0.36643001
20.10175862,-155.60386416,training,1.0,Taro,Big Island,0.509866
20.10013252,-155.60506145,training,1.0,Taro,Big Island,0.64898902
20.09840587,-155.60612227,training,1.0,Taro,Big Island,0.108626
20.09870144,-155.60589204,training,1.0,Taro,Big Island,0.0909934
20.09854306,-155.60600037,training,1.0,Taro,Big Island,0.0740444
20.09683515,-155.60783023,training,1.0,Taro,Big Island,0.149959
20.09703507,-155.60773079,training,1.0,Taro,Big Island,0.30506399
20.09543883,-155.60995821,training,1.0,Taro,Big Island,0.082269
20.09560587,-155.60981558,training,1.0,Taro,Big Island,0.197166
20.09577229,-155.60967936,training,1.0,Taro,Big Island,0.0726764
20.09588503,-155.60960007,training,1.0,Taro,Big Island,0.0706259
20.09600518,-155.60952838,training,1.0,Taro,Big Island,0.0806909
20.09613308,-155.60945227,training,1.0,Taro,Big Island,0.0422314
20.09622526,-155.60935439,training,1.0,Taro,Big Island,0.0238207
20.09630054,-155.60940444,training,1.0,Taro,Big Island,0.0239501
20.09524063,-155.60949056,training,1.0,Taro,Big Island,0.0469742
20.22452186,-155.7943116,training,1.0,Diversified Crop,Big Island,8.022459979999999
20.24517904,-155.84976987,training,0.0,Dairy,Big Island,38.67219925
20.23351549,-155.84777364,training,0.0,Dairy,Big Island,163.03799438
20.22476062,-155.84505411,training,0.0,Dairy,Big Island,39.48249817
20.07703196,-155.59589086,training,0.0,Commercial Forestry,Big Island,54.39440155
20.07953545,-155.59995195,training,0.0,Commercial Forestry,Big Island,4.60023022
20.08035475,-155.6017243,training,0.0,Commercial Forestry,Big Island,3.05082989
20.07591944,-155.59130713,training,0.0,Commercial Forestry,Big Island,55.86999893
20.07574066,-155.58748737,training,0.0,Commercial Forestry,Big Island,46.62099838
20.07476065,-155.58452932,training,0.0,Commercial Forestry,Big Island,39.8348999
20.07449856,-155.58225785,training,0.0,Commercial Forestry,Big Island,17.03079987
20.08005532,-155.58185908,training,0.0,Commercial Forestry,Big Island,33.61510086
20.08105801,-155.5795383,training,0.0,Commercial Forestry,Big Island,5.01137018
20.08057874,-155.58448688,training,0.0,Commercial Forestry,Big Island,32.367298129999995
20.08132151,-155.58780308,training,0.0,Commercial Forestry,Big Island,51.898498540000006
20.08199414,-155.59122006,training,0.0,Commercial Forestry,Big Island,46.4015007
20.08227402,-155.5933995,training,0.0,Commercial Forestry,Big Island,14.83950043
20.08241191,-155.59594844,training,0.0,Commercial Forestry,Big Island,56.3606987
20.08729175,-155.5968502,training,0.0,Commercial Forestry,Big Island,17.03490067
20.08238876,-155.59948123,training,0.0,Commercial Forestry,Big Island,36.86000061
20.08588888,-155.60049439,training,0.0,Commercial Forestry,Big Island,34.22439957
20.09233072,-155.59398789,training,0.0,Commercial Forestry,Big Island,33.13830185
20.08876698,-155.59430163,training,0.0,Commercial Forestry,Big Island,33.611801150000005
20.08871747,-155.59138094,training,0.0,Commercial Forestry,Big Island,32.47330093
20.08664202,-155.59008546,training,0.0,Commercial Forestry,Big Island,24.48970032
20.08703813,-155.5856888,training,0.0,Commercial Forestry,Big Island,99.99250031
20.08568257,-155.57998356,training,0.0,Commercial Forestry,Big Island,53.67499924
20.09645941,-155.58303309,training,0.0,Commercial Forestry,Big Island,100.84700012
20.09543255,-155.58740534,training,0.0,Commercial Forestry,Big Island,59.94720078
20.0942684,-155.59063211,training,0.0,Commercial Forestry,Big Island,45.25889969
20.09561748,-155.57537499,training,0.0,Commercial Forestry,Big Island,34.59809875
20.09621848,-155.57231152,training,0.0,Commercial Forestry,Big Island,53.59540176
20.09397315,-155.57116051,training,0.0,Commercial Forestry,Big Island,7.61997986
20.03420357,-155.62716411,training,1.0,Diversified Crop,Big Island,3.32685995
20.0810251,-155.49934021,training,0.0,Commercial Forestry,Big Island,29.2954998
20.08180819,-155.50158189,training,0.0,Commercial Forestry,Big Island,9.05679035
20.07998647,-155.50181613,training,0.0,Commercial Forestry,Big Island,2.00934005
20.0862877,-155.50224312,training,0.0,Commercial Forestry,Big Island,72.10949706999999
20.08874903,-155.50460569,training,0.0,Commercial Forestry,Big Island,16.18589973
20.08682738,-155.49767879,training,0.0,Commercial Forestry,Big Island,32.076301570000005
20.07522661,-155.49973121,training,0.0,Commercial Forestry,Big Island,48.60660172
20.0718091,-155.50253716,training,0.0,Commercial Forestry,Big Island,6.1825099
20.07178783,-155.5040855,training,0.0,Commercial Forestry,Big Island,2.81756997
20.03531883,-155.6075735,training,1.0,Diversified Crop,Big Island,16.02160072
20.02401691,-155.62190445,training,1.0,Diversified Crop,Big Island,0.87873799
20.02292219,-155.62124706,training,1.0,Diversified Crop,Big Island,3.56357002
20.02213233,-155.61955889,training,1.0,Diversified Crop,Big Island,0.68948501
20.01607917,-155.63384597,training,1.0,Diversified Crop,Big Island,0.0853039
20.01645739,-155.64436842,training,1.0,Diversified Crop,Big Island,0.054226
20.01582632,-155.64320983,training,1.0,Diversified Crop,Big Island,0.0713494
20.02105152,-155.64278837,training,1.0,Diversified Crop,Big Island,0.0802139
20.02382042,-155.64965815,training,1.0,Diversified Crop,Big Island,23.55209923
20.00838737,-155.67996258,training,1.0,Diversified Crop,Big Island,4.70475006
20.01788001,-155.64114053,training,1.0,Diversified Crop,Big Island,0.0965372
20.00896496,-155.64583231,training,1.0,Diversified Crop,Big Island,1.15117002
20.24159727,-155.84117555,training,0.0,Flowers / Foliage / Landscape,Big Island,9.96479034
20.25078679,-155.83303247,training,1.0,Diversified Crop,Big Island,9.2137804
20.25654492,-155.82902847,training,1.0,Tropical Fruits,Big Island,4.7343998
20.2196125,-155.85799415,training,1.0,Tropical Fruits,Big Island,19.57799911
20.22474243,-155.74626684,training,1.0,Taro,Big Island,0.21987499
20.09797713,-155.60890083,training,1.0,Taro,Big Island,0.0680696
20.09836182,-155.60780379,training,1.0,Taro,Big Island,0.246291
20.09778458,-155.60819282,training,1.0,Taro,Big Island,0.177441
20.10235115,-155.60352258,training,1.0,Taro,Big Island,0.117848
20.09599504,-155.60996722,training,1.0,Taro,Big Island,0.36617801
20.09640689,-155.608908,training,1.0,Taro,Big Island,0.249153
20.09593686,-155.60849684,training,1.0,Taro,Big Island,0.46771801
20.10401863,-155.60791777,training,1.0,Taro,Big Island,0.353439
20.10738941,-155.60211275,training,1.0,Taro,Big Island,0.64456898
20.11260228,-155.60324419,training,1.0,Taro,Big Island,1.54841006
20.11188772,-155.59720194,training,1.0,Taro,Big Island,0.44046101
20.11092689,-155.59750749,training,1.0,Taro,Big Island,0.137969
20.10531401,-155.59521319,training,1.0,Taro,Big Island,0.122221
20.1065263,-155.59398754,training,1.0,Taro,Big Island,0.043196
20.09729599,-155.60703334,training,1.0,Taro,Big Island,0.0961036
20.1021045,-155.60640329,training,1.0,Taro,Big Island,0.963633
20.10487091,-155.60326581,training,1.0,Taro,Big Island,0.23357899
20.09554109,-155.6095749,training,1.0,Taro,Big Island,0.115631
20.09439583,-155.61053992,training,1.0,Taro,Big Island,1.58623004
20.09927694,-155.60569321,training,1.0,Taro,Big Island,0.80559599
20.10890174,-155.60461019,training,1.0,Taro,Big Island,0.47705501
20.1098375,-155.60517904,training,1.0,Taro,Big Island,2.33154011
20.10892289,-155.60257024,training,1.0,Taro,Big Island,0.68725401
20.1052745,-155.6071311,training,1.0,Taro,Big Island,1.29638004
20.01018884,-155.68414639,training,1.0,Diversified Crop,Big Island,3.32685995
20.00903641,-155.68517687,training,1.0,Diversified Crop,Big Island,1.73766994
20.00717801,-155.68056324,training,1.0,Diversified Crop,Big Island,2.93569994
20.00743484,-155.67973022,training,1.0,Diversified Crop,Big Island,1.03506005
20.01042331,-155.69490352,training,1.0,Diversified Crop,Big Island,2.35045004
20.01001824,-155.6958564,training,1.0,Diversified Crop,Big Island,2.11950994
20.00880901,-155.69055775,training,1.0,Diversified Crop,Big Island,0.104424
20.0025602,-155.69479531,training,1.0,Diversified Crop,Big Island,1.45538998
20.02867032,-155.63662005,training,1.0,Diversified Crop,Big Island,12.30259991
20.21972996,-155.78841392,training,1.0,Macadamia Nuts,Big Island,136.63900757000002
20.23264917,-155.81964133,training,0.0,Flowers / Foliage / Landscape,Big Island,0.209076
20.23371033,-155.85263374,training,1.0,Diversified Crop,Big Island,1.57031
20.09416717,-155.52567943,training,1.0,Macadamia Nuts,Big Island,111.49199677
20.02195967,-155.65400507,training,0.0,Pasture,Big Island,7.50076008
20.04043545,-155.63798919,training,0.0,Pasture,Big Island,2.02856994
20.04063752,-155.60036617,training,0.0,Pasture,Big Island,22.85989952
20.03473333,-155.64884414,training,0.0,Pasture,Big Island,573.8820190399999
20.2083316,-155.83770492,training,0.0,Pasture,Big Island,25.82509995
20.12199861,-155.76578598,training,0.0,Pasture,Big Island,19905.30078125
20.19373075,-155.77977662,training,0.0,Pasture,Big Island,16.013000490000003
20.2025495,-155.77652224,training,0.0,Pasture,Big Island,18.54000092
20.21355058,-155.75858267,training,0.0,Pasture,Big Island,21.09129906
20.21219922,-155.7729306,training,0.0,Pasture,Big Island,66.35890198
20.2094012,-155.76647585,training,0.0,Pasture,Big Island,288.17800903
20.21383735,-155.76819078,training,0.0,Pasture,Big Island,202.52400208
20.22342072,-155.75835642,training,0.0,Pasture,Big Island,14.3572998
20.21705756,-155.74094771,training,0.0,Pasture,Big Island,194.45399475
20.22547273,-155.74395087,training,0.0,Pasture,Big Island,26.39979935
20.22506017,-155.75112557,training,0.0,Pasture,Big Island,101.05000305
20.07971441,-155.57448493,training,0.0,Pasture,Big Island,382.33599854
20.05613369,-155.49145743,training,0.0,Pasture,Big Island,1002.90997314
20.05401627,-155.53745266,training,0.0,Pasture,Big Island,2758.98999023
20.20110228,-155.78486151,training,0.0,Pasture,Big Island,834.64599609
20.20062994,-155.74575948,training,0.0,Pasture,Big Island,1175.18005371
20.22728515,-155.81729683,training,0.0,Pasture,Big Island,128.36399841
20.22770858,-155.82673745,training,0.0,Pasture,Big Island,360.29000854
20.02494734,-155.72675366,training,0.0,Pasture,Big Island,2.64103007
20.0102458,-155.64487037,training,1.0,Diversified Crop,Big Island,0.043317
20.01121652,-155.64393576,training,1.0,Diversified Crop,Big Island,0.0528779
20.23436129,-155.80425641,training,0.0,Pasture,Big Island,17.371099469999997
20.23000673,-155.75858174,training,0.0,Pasture,Big Island,207.44500732
20.24320045,-155.77954223,training,0.0,Pasture,Big Island,3.95026994
20.23357946,-155.77022097,training,0.0,Pasture,Big Island,515.07299805
20.23846076,-155.78615144,training,0.0,Pasture,Big Island,459.74301147
20.24126894,-155.79756807,training,0.0,Pasture,Big Island,147.13699341
20.2471209,-155.80893012,training,0.0,Pasture,Big Island,365.67800903
20.25252488,-155.81506516,training,0.0,Pasture,Big Island,102.05000305
20.24772699,-155.82334896,training,0.0,Pasture,Big Island,3.28567004
20.0065225,-155.64697521,training,1.0,Diversified Crop,Big Island,0.161744
20.00680548,-155.64385903,training,1.0,Diversified Crop,Big Island,0.0787275
20.01097078,-155.64578953,training,1.0,Diversified Crop,Big Island,0.0604864
20.01001735,-155.64583012,training,1.0,Diversified Crop,Big Island,0.051643
20.01091417,-155.64377798,training,1.0,Diversified Crop,Big Island,0.0530606
20.01251196,-155.64447679,training,1.0,Diversified Crop,Big Island,0.0771162
20.01264909,-155.64369319,training,1.0,Diversified Crop,Big Island,0.0770599
20.01233406,-155.64165997,training,1.0,Diversified Crop,Big Island,0.104644
20.01278732,-155.6375974,training,1.0,Diversified Crop,Big Island,0.102888
20.01474739,-155.640612,training,1.0,Diversified Crop,Big Island,0.41146699
20.22466534,-155.79664866,training,1.0,Tropical Fruits,Big Island,54.46900177
20.20323516,-155.7548474,training,0.0,Pasture,Big Island,43.82699966
20.21285539,-155.75410564,training,0.0,Pasture,Big Island,122.29799652
20.25512717,-155.84364838,training,0.0,Pasture,Big Island,1206.32995605
20.24760354,-155.82461011,training,0.0,Pasture,Big Island,384.59698486
20.07422798,-155.50542196,training,0.0,Commercial Forestry,Big Island,37.02370071
20.07742049,-155.5073461,training,0.0,Commercial Forestry,Big Island,73.36720276
20.08171087,-155.50684663,training,0.0,Commercial Forestry,Big Island,16.14010048
20.08233086,-155.50528861,training,0.0,Commercial Forestry,Big Island,9.49592018
20.082171,-155.50327626,training,0.0,Commercial Forestry,Big Island,9.0142498
20.07969622,-155.50381163,training,0.0,Commercial Forestry,Big Island,14.50990009
20.10966174,-155.55194143,training,0.0,Commercial Forestry,Big Island,24.76140022
20.10825325,-155.54915395,training,0.0,Commercial Forestry,Big Island,11.01399994
20.10849813,-155.54656427,training,0.0,Commercial Forestry,Big Island,33.28300095
20.10661908,-155.54116435,training,0.0,Commercial Forestry,Big Island,34.5870018
20.10476298,-155.53584845,training,0.0,Commercial Forestry,Big Island,5.64199018
20.10367644,-155.53380526,training,0.0,Commercial Forestry,Big Island,13.69320011
20.0958897,-155.56732281,training,0.0,Commercial Forestry,Big Island,42.65909958
20.09589086,-155.5628411,training,0.0,Commercial Forestry,Big Island,7.15138006
20.09893453,-155.56183745,training,0.0,Commercial Forestry,Big Island,34.403301240000005
20.10366076,-155.56038183,training,0.0,Commercial Forestry,Big Island,13.68109989
20.10309169,-155.56328486,training,0.0,Commercial Forestry,Big Island,27.97190094
20.09909392,-155.56477813,training,0.0,Commercial Forestry,Big Island,14.96850014
20.10229789,-155.56677086,training,0.0,Commercial Forestry,Big Island,67.82849884000001
20.10099377,-155.57223956,training,0.0,Commercial Forestry,Big Island,29.77330017
20.10482539,-155.56761146,training,0.0,Commercial Forestry,Big Island,26.77610016
20.1043089,-155.57010266,training,0.0,Commercial Forestry,Big Island,21.05439949
20.10640028,-155.5699364,training,0.0,Commercial Forestry,Big Island,38.44810104
20.11001972,-155.56537934,training,0.0,Commercial Forestry,Big Island,74.75969696
20.10767432,-155.56264378,training,0.0,Commercial Forestry,Big Island,9.65184021
20.10804209,-155.56043985,training,0.0,Commercial Forestry,Big Island,11.9605999
20.10671524,-155.55908655,training,0.0,Commercial Forestry,Big Island,6.47555017
20.10868595,-155.5760676,training,0.0,Commercial Forestry,Big Island,5.69604015
20.10362107,-155.57858073,training,0.0,Commercial Forestry,Big Island,29.83200073
20.11207664,-155.57624443,training,0.0,Commercial Forestry,Big Island,26.31159973
20.10354485,-155.58432282,training,0.0,Commercial Forestry,Big Island,36.14350128
20.10514193,-155.58642576,training,0.0,Commercial Forestry,Big Island,78.83550262
20.11005892,-155.58653704,training,0.0,Commercial Forestry,Big Island,15.58290005
20.11055283,-155.58852584,training,0.0,Commercial Forestry,Big Island,14.24489975
20.11204897,-155.58600623,training,0.0,Commercial Forestry,Big Island,7.860710139999999
20.11054746,-155.58269739,training,0.0,Commercial Forestry,Big Island,27.66810036
20.11376448,-155.58382477,training,0.0,Commercial Forestry,Big Island,24.071199420000003
20.1128017,-155.58145795,training,0.0,Commercial Forestry,Big Island,19.86770058
20.10238283,-155.57746764,training,0.0,Commercial Forestry,Big Island,3.54803991
20.09035251,-155.56236193,training,0.0,Commercial Forestry,Big Island,16.880399699999998
20.09406572,-155.56173634,training,0.0,Commercial Forestry,Big Island,9.24545002
20.10972878,-155.57041046,training,0.0,Commercial Forestry,Big Island,2.68606997
20.10860372,-155.57118971,training,0.0,Commercial Forestry,Big Island,0.85250199
20.10672831,-155.57203936,training,0.0,Commercial Forestry,Big Island,0.87384403
20.10408791,-155.57300405,training,0.0,Commercial Forestry,Big Island,2.1508801
20.10252431,-155.5736158,training,0.0,Commercial Forestry,Big Island,0.167191
20.10287391,-155.60878964,training,1.0,Taro,Big Island,0.78978002
20.11286891,-155.59951819,training,1.0,Taro,Big Island,0.27761999
20.1119901,-155.59669358,training,1.0,Taro,Big Island,0.491999
20.11067471,-155.60125449,training,1.0,Taro,Big Island,0.28397101
20.11028772,-155.60225064,training,1.0,Taro,Big Island,0.189951
20.10884143,-155.59909713,training,1.0,Taro,Big Island,2.10539007
20.10653831,-155.6062728,training,1.0,Taro,Big Island,2.21350002
20.10335325,-155.60870013,training,1.0,Taro,Big Island,0.52146697
20.10368054,-155.60811005,training,1.0,Taro,Big Island,0.51535302
20.10384846,-155.6066306,training,1.0,Taro,Big Island,0.65396202
20.10426527,-155.6077362,training,1.0,Taro,Big Island,0.37140399
20.10057752,-155.6049071,training,1.0,Taro,Big Island,0.0607634
20.09658949,-155.60760915,training,1.0,Taro,Big Island,0.147018
20.09611803,-155.60796113,training,1.0,Taro,Big Island,0.25634101
20.09637931,-155.60825753,training,1.0,Taro,Big Island,0.375909
20.09628705,-155.60917585,training,1.0,Taro,Big Island,0.0587992
20.09701614,-155.60852422,training,1.0,Taro,Big Island,0.241522
20.09741198,-155.60821072,training,1.0,Taro,Big Island,0.19171301
20.09530779,-155.60972177,training,1.0,Taro,Big Island,0.06218
20.10109707,-155.604664,training,1.0,Taro,Big Island,0.107924
20.10106606,-155.60433708,training,1.0,Taro,Big Island,0.119909
19.45380065,-155.23794509,training,0.0,Pasture,Big Island,244.36199951
19.44730892,-155.24181158,training,1.0,Diversified Crop,Big Island,0.78004497
19.44433767,-155.24518202,training,1.0,Diversified Crop,Big Island,0.178488
19.44389251,-155.2470603,training,1.0,Diversified Crop,Big Island,1.22075999
19.44428721,-155.24584094,training,1.0,Diversified Crop,Big Island,0.46370599
19.43966989,-155.27000112,training,1.0,Diversified Crop,Big Island,0.520998
19.44099558,-155.2705402,training,1.0,Diversified Crop,Big Island,0.202693
19.44581458,-155.28599289,training,1.0,Diversified Crop,Big Island,10.56429958
19.46249216,-155.2621925,training,1.0,Diversified Crop,Big Island,3.06573009
19.46552759,-155.25784997,training,1.0,Diversified Crop,Big Island,0.929649
19.46535378,-155.26054009,training,1.0,Diversified Crop,Big Island,3.95824003
19.46632986,-155.2595264,training,1.0,Diversified Crop,Big Island,2.61837006
19.46953368,-155.26246312,training,1.0,Diversified Crop,Big Island,0.84198302
19.47034044,-155.26200011,training,1.0,Diversified Crop,Big Island,1.22133005
19.46774723,-155.26030931,training,1.0,Diversified Crop,Big Island,2.61966991
19.46496887,-155.25558338,training,1.0,Diversified Crop,Big Island,1.22384
19.46919097,-155.26128729,training,0.0,Flowers / Foliage / Landscape,Big Island,3.95247006
19.47300984,-155.26098036,training,1.0,Diversified Crop,Big Island,5.28550005
19.46496624,-155.26176125,training,1.0,Diversified Crop,Big Island,1.13618004
19.47177048,-155.26490549,training,1.0,Diversified Crop,Big Island,42.75699997
19.47536106,-155.26691018,training,1.0,Diversified Crop,Big Island,20.70249939
19.47564381,-155.26289625,training,1.0,Diversified Crop,Big Island,4.04535007
19.47734359,-155.26284534,training,1.0,Diversified Crop,Big Island,6.14789009
19.48352637,-155.26588984,training,1.0,Diversified Crop,Big Island,14.59640026
19.47505627,-155.26058176,training,1.0,Diversified Crop,Big Island,20.95849991
19.46205052,-155.2533436,training,0.0,Flowers / Foliage / Landscape,Big Island,2.82886004
19.44012749,-155.27073566,training,1.0,Tropical Fruits,Big Island,1.69597995
19.4402269,-155.26957379,training,1.0,Diversified Crop,Big Island,0.94126397
19.47556115,-155.15733202,training,0.0,Pasture,Big Island,31.77569962
19.4789847,-155.15683979,training,0.0,Pasture,Big Island,9.23192024
19.48069013,-155.15937523,training,0.0,Pasture,Big Island,24.70849991
19.48395807,-155.1572632,training,0.0,Pasture,Big Island,16.96319962
19.48372113,-155.15192003,training,0.0,Pasture,Big Island,32.12419891
19.4849268,-155.15502204,training,0.0,Pasture,Big Island,2.58135009
19.48190376,-155.17467248,training,0.0,Pasture,Big Island,2198.94995117
19.49339434,-155.15808655,training,0.0,Pasture,Big Island,183.48100281
19.5027727,-155.17553169,training,0.0,Pasture,Big Island,38.02519989
19.50161119,-155.17050256,training,0.0,Pasture,Big Island,48.74290085
19.49927978,-155.16755953,training,0.0,Pasture,Big Island,18.79089928
19.48762876,-155.14792619,training,0.0,Pasture,Big Island,105.40899658
19.50488084,-155.14450375,training,0.0,Pasture,Big Island,33.790298459999995
19.51160155,-155.14136982,training,0.0,Pasture,Big Island,12.260399820000002
19.51310992,-155.14594201,training,0.0,Flowers / Foliage / Landscape,Big Island,8.8885498
19.51886205,-155.13062196,training,1.0,Diversified Crop,Big Island,7.45016003
19.51589834,-155.13134151,training,1.0,Diversified Crop,Big Island,4.91244984
19.51500893,-155.12871696,training,1.0,Diversified Crop,Big Island,4.84906006
19.51685182,-155.12730745,training,1.0,Diversified Crop,Big Island,4.12995005
19.51760084,-155.1306405,training,1.0,Diversified Crop,Big Island,4.77744007
19.51393563,-155.12758416,training,1.0,Diversified Crop,Big Island,2.72435999
