latitude,longitude,subset,is_crop
19.97074459,-155.7413234,training,0.0
21.91509308,-159.57273326,training,0.0
20.81142113,-156.58252381,validation,0.0
19.0962103,-155.89697386,training,0.0
20.7384213,-156.29216489,testing,0.0
19.92033423,-155.52472161,training,0.0
19.7092687,-155.91505412,testing,0.0
22.05236926,-159.57049929,validation,0.0
19.88079782,-155.20968041,testing,0.0
20.89327807,-156.42442397,testing,0.0
19.3612711,-155.79221388,training,0.0
19.56118635,-155.3265309,training,0.0
20.02703854,-155.71773036,training,0.0
19.70899536,-155.73936331,training,0.0
20.76655856,-156.39276351,testing,0.0
20.16787317,-155.7092524,validation,0.0
21.18582864,-156.96042918,testing,0.0
22.15346818,-159.47858447,training,0.0
19.66129454,-155.21080235,validation,0.0
19.27246101,-155.76796968,validation,0.0
19.41642944,-155.8161383,validation,0.0
19.7145553,-155.96189661,training,0.0
19.5513403,-154.95191308,testing,0.0
20.93593953,-156.51481683,validation,0.0
19.57317074,-154.95614194,validation,0.0
19.67791285,-155.8006756,training,0.0
19.49823,-155.30233261,testing,0.0
19.44856781,-155.17347627,training,0.0
19.14686142,-155.6811433,training,0.0
19.53899009,-155.64514412,validation,0.0
20.09939406,-155.72011688,training,0.0
19.71255327,-155.180477,training,0.0
19.08705555,-155.86179758,testing,0.0
19.48577598,-154.97892144,validation,0.0
22.20791886,-159.35056357,training,0.0
19.79392979,-155.55926127,validation,0.0
19.85987585,-155.12599756,training,0.0
19.48155282,-154.95802329,training,0.0
20.65056163,-156.25867487,training,0.0
21.47215475,-158.20882932,validation,0.0
20.56671391,-156.63196729,testing,0.0
22.04441688,-159.73276465,training,0.0
19.48008051,-155.48160386,training,0.0
19.26659779,-155.65683254,testing,0.0
19.62276916,-155.11871786,training,0.0
21.54945646,-157.95335676,training,0.0
19.28565389,-155.60209365,validation,0.0
21.51510529,-157.98472785,validation,0.0
20.70919498,-156.07031164,testing,0.0
19.35813342,-155.01887798,validation,0.0
20.62615362,-156.42821473,training,0.0
19.52085361,-155.81713546,testing,0.0
19.45600606,-155.76599888,validation,0.0
19.50781987,-155.88000118,validation,0.0
22.18405583,-159.55142273,validation,0.0
19.91497432,-155.57443536,training,0.0
21.56591142,-158.20673144,validation,0.0
21.35859313,-158.00525607,validation,0.0
21.97701705,-159.44881881,training,0.0
20.6834965,-156.30217239,validation,0.0
21.10776463,-157.28433258,testing,0.0
19.05508727,-155.70766138,validation,0.0
19.79462787,-155.87100959,testing,0.0
19.05836097,-155.66639648,testing,0.0
20.20417922,-155.79405244,validation,0.0
19.62260183,-154.98656535,validation,0.0
19.47505337,-155.67998275,training,0.0
20.12781198,-155.65393869,validation,0.0
19.84186286,-155.39207941,validation,0.0
20.17158762,-155.86681541,training,0.0
19.54492605,-154.91956608,testing,0.0
19.95321109,-155.26914604,testing,0.0
20.82421606,-156.54307409,training,0.0
19.6335864,-155.40066441,testing,0.0
21.18229252,-157.20087814,validation,0.0
20.69509011,-156.13528092,testing,0.0
20.92738714,-156.68194704,training,0.0
19.50268531,-155.73331617,validation,0.0
21.46985173,-157.86210932,validation,0.0
19.17088531,-155.71486426,testing,0.0
20.82760502,-156.27422081,training,0.0
22.10724393,-159.43433976,testing,0.0
21.46637059,-157.94379915,training,0.0
22.01256654,-159.6256903,testing,0.0
19.61777558,-155.84706796,testing,0.0
19.11957974,-155.67395935,testing,0.0
20.0155838,-155.28746021,validation,0.0
19.19839416,-155.80254581,validation,0.0
21.96721534,-159.5904016,testing,0.0
22.16656899,-159.54084966,training,0.0
19.02725135,-155.61764468,validation,0.0
19.55981803,-155.67657582,validation,0.0
20.86889347,-156.97665834,validation,0.0
21.95266512,-159.56674636,validation,0.0
19.71383896,-155.34366164,validation,0.0
19.64218568,-155.74680579,testing,0.0
19.68388161,-155.34506464,training,0.0
21.46983504,-158.1251057,training,0.0
19.34014713,-155.65153509,validation,0.0
21.50289833,-157.94221809,testing,0.0
19.44115564,-155.67518725,training,0.0
20.65277947,-156.22322103,validation,0.0
19.95920099,-155.58723558,testing,0.0
21.47187922,-158.17815827,testing,0.0
21.54127826,-157.97658665,training,0.0
19.30866192,-155.38662214,training,0.0
21.41913065,-157.95669889,testing,0.0
20.65982432,-156.27667164,testing,0.0
19.23448388,-155.44736516,testing,0.0
19.59529742,-155.19995036,training,0.0
20.95800678,-156.52191246,testing,0.0
20.11416508,-155.83789183,testing,0.0
20.78704974,-156.83245386,training,0.0
21.53573768,-158.11664571,testing,0.0
19.45487981,-155.08492719,training,0.0
19.62864221,-155.51939707,testing,0.0
19.77391441,-155.38431784,testing,0.0
19.50444469,-155.39908862,testing,0.0
19.04162684,-155.68316575,training,0.0
21.11986112,-156.82719853,training,0.0
19.7131538,-155.8545181,training,0.0
21.9879525,-160.1061627,validation,0.0
22.09706413,-159.68914225,training,0.0
21.14104811,-156.98609679,testing,0.0
19.84711941,-155.50470615,training,0.0
20.78738847,-156.11962866,testing,0.0
21.16565719,-157.16707554,testing,0.0
19.5432165,-155.16398783,testing,0.0
18.94739116,-155.68240593,testing,0.0
19.83992689,-155.46908318,testing,0.0
19.63358599,-155.1786943,validation,0.0
19.86964854,-155.57709962,validation,0.0
19.03791831,-155.6441182,training,0.0
21.41534019,-157.85442592,training,0.0
18.93706638,-155.68103481,validation,0.0
20.76612463,-156.15950357,testing,0.0
19.06708334,-155.70363801,validation,0.0
19.56034354,-155.68665592,validation,0.0
21.34379552,-157.9635017,testing,0.0
21.53811714,-158.06371284,training,1.0
22.17315792,-159.60251972,validation,0.0
22.13064726,-159.68604464,validation,0.0
19.7962392,-155.61849881,training,0.0
19.38546312,-155.1136909,training,0.0
20.68934774,-156.36072333,testing,0.0
19.68586179,-155.44668565,training,0.0
19.23521103,-155.79409121,validation,0.0
19.0352396,-155.84592991,training,0.0
19.66393488,-155.57988717,validation,0.0
19.76174473,-155.59011798,testing,0.0
19.86534854,-155.57878598,testing,0.0
19.71367006,-155.24862537,validation,0.0
21.08116032,-156.80403368,training,0.0
21.39384184,-157.73742783,testing,0.0
19.37901711,-155.38859673,testing,0.0
21.33425251,-158.01958598,training,0.0
19.8537717,-155.36462645,testing,0.0
21.10661387,-156.83480828,testing,0.0
21.16870543,-157.00642816,training,0.0
22.0150829,-159.39293054,testing,0.0
20.69582663,-156.38792879,validation,0.0
19.8784498,-155.69015983,testing,0.0
20.691699,-156.09461158,validation,0.0
22.13151373,-159.62327075,training,0.0
20.82892951,-156.53052776,training,0.0
21.15143163,-157.14533276,testing,0.0
22.0324863,-159.40341083,testing,0.0
20.92518546,-156.53075315,testing,0.0
21.3655882,-158.03874759,training,1.0
21.63505362,-157.98351326,training,0.0
20.61673892,-156.33970106,validation,0.0
20.76538069,-156.01080067,training,0.0
19.66032416,-155.437171,training,0.0
21.15124501,-157.14690089,testing,0.0
20.7608352,-156.39886925,training,0.0
19.47555904,-155.36234674,validation,0.0
19.61836577,-154.96972797,validation,0.0
21.4409304,-157.95491018,validation,0.0
20.20810067,-155.83995747,testing,1.0
22.08904288,-159.5343811,testing,0.0
19.36829971,-155.05246242,training,0.0
22.07209409,-159.48782787,testing,0.0
19.69241219,-155.15952967,validation,0.0
20.0567346,-155.83045687,testing,0.0
19.83687569,-155.48086993,validation,0.0
19.76500207,-155.40859401,testing,0.0
21.51880655,-158.14753814,validation,0.0
19.58876286,-155.90120876,validation,0.0
20.75532833,-156.42982576,training,0.0
19.67694897,-155.3708437,training,0.0
19.56791015,-154.9155139,testing,0.0
19.48303837,-155.39988716,validation,0.0
19.81155791,-155.96695287,testing,0.0
19.51866256,-154.90922766,validation,0.0
21.15038066,-157.27894043,validation,0.0
21.35804522,-157.76682592,validation,0.0
20.01040513,-155.35682857,training,0.0
19.82295371,-155.50139317,testing,0.0
19.77049501,-155.40297943,testing,0.0
19.47294518,-155.44359754,training,0.0
20.78061289,-156.93007902,validation,0.0
19.42241468,-155.16926642,training,0.0
19.318045,-155.34917357,validation,0.0
21.66021932,-158.04566199,testing,0.0
20.8837252,-156.60037755,training,0.0
19.85877389,-155.33688289,training,0.0
19.2515843,-155.70145187,training,0.0
19.78703774,-155.71353188,testing,0.0
19.36439625,-155.29187089,validation,0.0
19.35729676,-155.5046928,validation,0.0
19.71815383,-155.77583077,testing,0.0
19.77638935,-155.13119737,training,0.0
20.16435782,-155.7850044,testing,0.0
20.61373037,-156.36050001,training,0.0
19.57257502,-155.47611223,validation,0.0
19.5965595,-155.82253021,validation,0.0
19.25215114,-155.78190277,training,0.0
19.11583739,-155.53830816,training,0.0
19.63772145,-155.39425901,training,0.0
22.0676909,-159.34074973,training,0.0
19.8722286,-155.58565615,testing,0.0
19.29503277,-155.73438267,validation,0.0
20.72195585,-156.0631595,training,0.0
20.83870183,-156.53098161,training,0.0
19.91599906,-155.62248587,training,0.0
20.15177698,-155.7766933,training,0.0
19.66290589,-155.51386699,testing,0.0
20.64792378,-156.38677282,validation,0.0
20.84798171,-156.86832387,training,0.0
20.88073381,-156.857031,testing,0.0
19.99971961,-155.43940263,testing,0.0
20.69772894,-156.32031382,training,0.0
19.42791446,-155.80346008,training,0.0
19.50138207,-155.03047933,training,0.0
19.21824752,-155.84102805,validation,0.0
19.96927625,-155.80801888,training,0.0
19.81549743,-155.5889872,training,0.0
19.47661785,-155.68543912,validation,0.0
20.78362585,-156.83052743,training,0.0
22.08442671,-159.69835799,testing,0.0
20.7259443,-156.10981404,validation,0.0
19.41864247,-155.14857327,testing,0.0
19.50214825,-155.31557598,testing,0.0
19.69704184,-155.52580608,training,0.0
20.78069532,-156.18897759,validation,0.0
19.94995434,-155.77095151,training,0.0
19.66734341,-155.97397296,testing,0.0
22.17395955,-159.62945325,validation,0.0
20.75523518,-156.89879855,validation,0.0
21.80673162,-160.21457467,training,0.0
19.77273133,-155.81325019,validation,0.0
19.50405833,-155.60528374,training,0.0
19.8991798,-155.31556971,training,0.0
19.48476656,-155.08260275,training,0.0
21.98248331,-159.62227246,testing,0.0
19.57620994,-155.87154169,testing,0.0
19.29122313,-155.09977299,training,0.0
19.25664445,-155.4297646,testing,0.0
21.50532657,-157.97756702,training,0.0
20.96658966,-156.60382719,validation,0.0
21.16316164,-156.78438555,training,0.0
20.09940417,-155.50902451,training,0.0
19.7469162,-155.48660739,validation,0.0
20.79556973,-156.58098924,training,0.0
19.89908999,-155.70883957,validation,0.0
19.81553705,-155.3513033,validation,0.0
22.18464195,-159.36546803,training,0.0
19.15152875,-155.78664197,training,0.0
19.84265501,-155.79425676,training,0.0
19.84621056,-155.72504674,training,0.0
19.26358164,-155.7107062,validation,0.0
21.09624822,-157.25616375,validation,0.0
19.60484241,-155.11123661,training,0.0
21.95829607,-159.50426055,testing,0.0
20.7906061,-156.02147875,testing,0.0
19.56258104,-155.53361615,validation,0.0
19.43780219,-155.49426974,testing,0.0
19.57346837,-155.21918076,testing,0.0
19.13424938,-155.55769007,testing,0.0
22.11553001,-159.32782002,testing,0.0
22.15579323,-159.69467805,testing,0.0
19.90944166,-155.55196742,training,0.0
19.9658045,-155.56904597,validation,0.0
19.63704054,-155.1129888,validation,0.0
21.46262115,-157.89814635,training,0.0
20.97198843,-156.61406923,testing,0.0
19.54667869,-155.81052319,training,0.0
19.49125215,-155.05516833,training,0.0
21.2991422,-157.86441986,testing,0.0
20.77948886,-156.06692162,validation,0.0
19.53814651,-155.65865991,training,0.0
19.80947326,-155.22825558,training,0.0
20.83672061,-156.15813196,validation,0.0
19.24431457,-155.86182718,training,0.0
19.78972174,-155.29853011,testing,0.0
20.87645867,-156.24551455,training,0.0
19.4082226,-155.47789772,testing,0.0
19.38611725,-155.88268785,training,0.0
19.80120858,-155.22161053,training,0.0
19.81849381,-155.83085808,validation,0.0
20.11185261,-155.86089809,testing,0.0
20.88838715,-156.58489372,testing,0.0
20.78388493,-156.52951042,testing,0.0
22.13735349,-159.4995463,testing,0.0
20.0622983,-155.68707529,training,0.0
21.30946566,-157.74994486,validation,0.0
21.18679813,-157.22493149,testing,0.0
21.14408782,-156.81017573,training,0.0
19.88010896,-155.26935704,training,0.0
20.83284807,-156.89362288,training,0.0
19.36250022,-155.81180295,testing,0.0
19.59708547,-155.26175249,validation,0.0
19.1515244,-155.81629182,training,0.0
19.9114894,-155.24661807,training,0.0
20.65779101,-156.33996411,testing,0.0
19.20426073,-155.71848509,training,0.0
19.89352903,-155.46111675,testing,0.0
19.83984475,-155.84890323,testing,0.0
19.57804331,-155.93327152,validation,0.0
19.68837915,-155.38369952,validation,0.0
21.18459968,-157.12284933,validation,0.0
19.93320038,-155.83192904,testing,0.0
19.64061741,-155.94207276,training,0.0
21.99928633,-159.74698546,testing,0.0
20.67853204,-156.1702828,testing,0.0
19.83759877,-155.95100908,training,0.0
19.24844264,-155.32277144,training,0.0
19.72100059,-155.22614123,training,0.0
19.12005716,-155.71289087,training,0.0
20.92591667,-156.54912141,training,0.0
19.28777275,-155.75150607,validation,0.0
21.36233722,-158.11378903,testing,0.0
19.91795187,-155.81184195,validation,0.0
21.16723753,-157.19850396,testing,0.0
19.3989346,-155.80362762,training,0.0
19.88746605,-155.53389383,validation,0.0
19.83821154,-155.15144541,testing,0.0
21.43326208,-157.91540802,testing,0.0
19.85518479,-155.73280026,training,0.0
21.37602241,-158.12950602,testing,0.0
19.41530836,-155.66798065,training,0.0
19.47360498,-155.86086581,validation,0.0
19.89593959,-155.453734,validation,0.0
22.0702604,-159.66748013,training,0.0
19.57009156,-155.8894663,validation,0.0
19.52494172,-155.18253054,validation,0.0
19.33694055,-155.66247038,testing,0.0
20.76167935,-156.30615539,training,0.0
20.88461539,-156.56989543,training,0.0
19.36458612,-155.14053981,training,0.0
21.89975587,-160.15868795,training,0.0
19.84183602,-155.94781498,training,0.0
19.49580152,-155.77367011,training,0.0
22.09370322,-159.33125879,training,0.0
19.36856402,-155.83025,training,0.0
22.20325477,-159.45470636,training,0.0
20.76987259,-156.33723217,training,0.0
21.29594589,-157.6930426,testing,0.0
21.37652619,-157.87405252,training,0.0
20.91583322,-157.03330732,training,0.0
20.89905583,-156.5477462,testing,0.0
19.39627626,-155.49027147,training,0.0
19.63576759,-155.97295276,testing,0.0
19.82032108,-155.17699183,validation,0.0
19.70309126,-155.16994919,training,0.0
19.81958038,-155.66297521,testing,0.0
22.01959944,-159.38235616,training,0.0
21.98237677,-159.35119916,validation,0.0
20.7136264,-156.17111097,testing,0.0
21.97256739,-159.70385254,testing,0.0
19.03243687,-155.82322972,training,0.0
19.28262493,-155.82325132,training,0.0
19.76502657,-156.01270015,training,0.0
21.33981156,-157.88118413,testing,0.0
19.62655483,-155.85869836,training,0.0
20.52945739,-156.62619065,validation,0.0
20.01728506,-155.4185198,training,0.0
20.84217793,-156.60688391,testing,0.0
20.70254436,-156.10837942,training,0.0
19.66812646,-155.3652091,validation,0.0
19.70804274,-155.77193704,training,0.0
19.79424945,-155.21016652,validation,0.0
19.51547549,-155.04548857,training,0.0
22.06550188,-159.50705519,training,0.0
19.35220739,-155.68565924,testing,0.0
21.13845341,-156.97083773,training,0.0
20.05971408,-155.42408957,training,0.0
19.21189514,-155.72066758,testing,0.0
19.98492284,-155.82583473,validation,0.0
20.68590528,-156.26123341,training,0.0
20.78926984,-156.85920489,testing,0.0
20.75796917,-156.3784084,validation,0.0
19.66370578,-155.80939527,validation,0.0
22.18871238,-159.52665075,training,0.0
19.53336459,-155.7903615,testing,0.0
20.70103554,-156.27356556,training,0.0
20.79351775,-156.84640006,training,0.0
19.2961713,-155.24207296,training,0.0
19.55042969,-155.52320463,training,0.0
21.36209106,-157.74123093,testing,0.0
